"ANO","NIVEL","CODMUNRES","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F"
"2015","MUNICIPIO",3536901,"0,742",NA,NA,NA
"2015","MUNICIPIO",3537008,"0,715",NA,NA,NA
"2015","MUNICIPIO",3537107,"0,769",NA,NA,NA
"2015","MUNICIPIO",3537156,"0,774",NA,NA,NA
"2015","MUNICIPIO",3537206,"0,696",NA,NA,NA
"2015","MUNICIPIO",3537305,"0,759",NA,NA,NA
"2015","MUNICIPIO",3537404,"0,766",NA,NA,NA
"2015","MUNICIPIO",3537503,"0,736",NA,NA,NA
"2015","MUNICIPIO",3537602,"0,749",NA,NA,NA
"2015","MUNICIPIO",3537701,"0,732",NA,NA,NA
"2015","MUNICIPIO",3537800,"0,716",NA,NA,NA
"2015","MUNICIPIO",3537909,"0,69",NA,NA,NA
"2015","MUNICIPIO",3538006,"0,773",NA,NA,NA
"2015","MUNICIPIO",3538105,"0,737",NA,NA,NA
"2015","MUNICIPIO",3538204,"0,783",NA,NA,NA
"2015","MUNICIPIO",3538204,"0,725",NA,NA,NA
"2015","MUNICIPIO",3538303,"0,711",NA,NA,NA
"2015","MUNICIPIO",3538501,"0,757",NA,NA,NA
"2015","MUNICIPIO",3538600,"0,739",NA,NA,NA
"2015","MUNICIPIO",3538709,"0,785",NA,NA,NA
"2015","MUNICIPIO",3538808,"0,758",NA,NA,NA
"2015","MUNICIPIO",3538907,"0,749",NA,NA,NA
"2015","MUNICIPIO",3539004,"0,756",NA,NA,NA
"2015","MUNICIPIO",3539103,"0,727",NA,NA,NA
"2015","MUNICIPIO",3539202,"0,776",NA,NA,NA
"2015","MUNICIPIO",3539301,"0,801",NA,NA,NA
"2015","MUNICIPIO",3539400,"0,779",NA,NA,NA
"2015","MUNICIPIO",3539509,"0,71",NA,NA,NA
"2015","MUNICIPIO",3539509,"0,723",NA,NA,NA
"2015","MUNICIPIO",3539608,"0,56",NA,NA,NA
"2015","MUNICIPIO",3539608,"0,706",NA,NA,NA
"2015","MUNICIPIO",3539608,"0,687",NA,NA,NA
"2015","MUNICIPIO",3539608,"0,719",NA,NA,NA
"2015","MUNICIPIO",3539707,"0,719",NA,NA,NA
"2015","MUNICIPIO",3539806,"0,771",NA,NA,NA
"2015","MUNICIPIO",3539905,"0,766",NA,NA,NA
"2015","MUNICIPIO",3540002,"0,786",NA,NA,NA
"2015","MUNICIPIO",3540101,"0,755",NA,NA,NA
"2015","MUNICIPIO",3540200,"0,725",NA,NA,NA
"2015","MUNICIPIO",3540259,"0,702",NA,NA,NA
"2015","MUNICIPIO",3540309,"0,732",NA,NA,NA
"2015","MUNICIPIO",3540408,"0,714",NA,NA,NA
"2015","MUNICIPIO",3540507,"0,703",NA,NA,NA
"2015","MUNICIPIO",3540606,"0,758",NA,NA,NA
"2015","MUNICIPIO",3540705,"0,751",NA,NA,NA
"2015","MUNICIPIO",3540754,"0,697",NA,NA,NA
"2015","MUNICIPIO",3540804,"0,747",NA,NA,NA
"2015","MUNICIPIO",3540853,"0,696",NA,NA,NA
"2015","MUNICIPIO",3540903,"0,733",NA,NA,NA
"2015","MUNICIPIO",3541000,"0,718",NA,NA,NA
"2015","MUNICIPIO",3541000,"0,754",NA,NA,NA
"2015","MUNICIPIO",3541059,"0,701",NA,NA,NA
"2015","MUNICIPIO",3541109,"0,735",NA,NA,NA
"2015","MUNICIPIO",3541208,"0,632",NA,NA,NA
"2015","MUNICIPIO",3541208,"0,757",NA,NA,NA
"2015","MUNICIPIO",3541307,"0,75",NA,NA,NA
"2015","MUNICIPIO",3541406,"0,806",NA,NA,NA
"2015","MUNICIPIO",3541505,"0,763",NA,NA,NA
"2015","MUNICIPIO",3541604,"0,743",NA,NA,NA
"2015","MUNICIPIO",3541653,"0,678",NA,NA,NA
"2015","MUNICIPIO",3541703,"0,738",NA,NA,NA
"2015","MUNICIPIO",3541802,"0,715",NA,NA,NA
"2015","MUNICIPIO",3541901,"0,722",NA,NA,NA
"2015","MUNICIPIO",3542008,"0,732",NA,NA,NA
"2015","MUNICIPIO",3542107,"0,745",NA,NA,NA
"2015","MUNICIPIO",3542206,"0,751",NA,NA,NA
"2015","MUNICIPIO",3542305,"0,657",NA,NA,NA
"2015","MUNICIPIO",3542404,"0,768",NA,NA,NA
"2015","MUNICIPIO",3542503,"0,728",NA,NA,NA
"2015","MUNICIPIO",3542602,"0,754",NA,NA,NA
"2015","MUNICIPIO",3542701,"0,705",NA,NA,NA
"2015","MUNICIPIO",3542800,"0,698",NA,NA,NA
"2015","MUNICIPIO",3542909,"0,712",NA,NA,NA
"2015","MUNICIPIO",3543006,"0,639",NA,NA,NA
"2015","MUNICIPIO",3543105,"0,711",NA,NA,NA
"2015","MUNICIPIO",3543204,"0,747",NA,NA,NA
"2015","MUNICIPIO",3543238,"0,721",NA,NA,NA
"2015","MUNICIPIO",3543253,"0,705",NA,NA,NA
"2015","MUNICIPIO",3543303,"0,784",NA,NA,NA
"2015","MUNICIPIO",3543402,"0,8",NA,NA,NA
"2015","MUNICIPIO",3543600,"0,74",NA,NA,NA
"2015","MUNICIPIO",3543709,"0,734",NA,NA,NA
"2015","MUNICIPIO",3543808,"0,723",NA,NA,NA
"2015","MUNICIPIO",3543907,"0,683",NA,NA,NA
"2015","MUNICIPIO",3543907,"0,803",NA,NA,NA
"2015","MUNICIPIO",3544004,"0,759",NA,NA,NA
"2015","MUNICIPIO",3544103,"0,749",NA,NA,NA
"2015","MUNICIPIO",3544202,"0,703",NA,NA,NA
"2015","MUNICIPIO",3543501,"0,664",NA,NA,NA
"2015","MUNICIPIO",3544251,"0,764",NA,NA,NA
"2015","MUNICIPIO",3544301,"0,737",NA,NA,NA
"2015","MUNICIPIO",3544400,"0,721",NA,NA,NA
"2015","MUNICIPIO",3544509,"0,759",NA,NA,NA
"2015","MUNICIPIO",3544608,"0,728",NA,NA,NA
"2015","MUNICIPIO",3544707,"0,73",NA,NA,NA
"2015","MUNICIPIO",3544806,"0,751",NA,NA,NA
"2015","MUNICIPIO",3544905,"0,772",NA,NA,NA
"2015","MUNICIPIO",3545001,"0,732",NA,NA,NA
"2015","MUNICIPIO",3545100,"0,719",NA,NA,NA
"2015","MUNICIPIO",3545159,"0,654",NA,NA,NA
"2015","MUNICIPIO",3545159,"0,791",NA,NA,NA
"2015","MUNICIPIO",3545209,"0,78",NA,NA,NA
"2015","MUNICIPIO",3545308,"0,729",NA,NA,NA
"2015","MUNICIPIO",3545407,"0,704",NA,NA,NA
"2015","MUNICIPIO",3545506,"0,709",NA,NA,NA
"2015","MUNICIPIO",3545605,"0,76",NA,NA,NA
"2015","MUNICIPIO",3545704,"0,728",NA,NA,NA
"2015","MUNICIPIO",3545803,"0,781",NA,NA,NA
"2015","MUNICIPIO",3546009,"0,735",NA,NA,NA
"2015","MUNICIPIO",3546108,"0,733",NA,NA,NA
"2015","MUNICIPIO",3546207,"0,79",NA,NA,NA
"2015","MUNICIPIO",3546256,"0,743",NA,NA,NA
"2015","MUNICIPIO",3546306,"0,728",NA,NA,NA
"2015","MUNICIPIO",3546405,"0,762",NA,NA,NA
"2015","MUNICIPIO",3546504,"0,738",NA,NA,NA
"2015","MUNICIPIO",3546603,"0,784",NA,NA,NA
"2015","MUNICIPIO",3546702,"0,737",NA,NA,NA
"2015","MUNICIPIO",3546801,"0,683",NA,NA,NA
"2015","MUNICIPIO",3546801,"0,738",NA,NA,NA
"2015","MUNICIPIO",3546900,"0,687",NA,NA,NA
"2015","MUNICIPIO",3546900,"0,737",NA,NA,NA
"2015","MUNICIPIO",3547007,"0,686",NA,NA,NA
"2015","MUNICIPIO",3547106,"0,739",NA,NA,NA
"2015","MUNICIPIO",3547502,"0,775",NA,NA,NA
"2015","MUNICIPIO",3547403,"0,761",NA,NA,NA
"2015","MUNICIPIO",3547601,"0,77",NA,NA,NA
"2015","MUNICIPIO",3547650,"0,772",NA,NA,NA
"2015","MUNICIPIO",3547205,"0,773",NA,NA,NA
"2015","MUNICIPIO",3547304,"0,814",NA,NA,NA
"2015","MUNICIPIO",3547700,"0,753",NA,NA,NA
"2015","MUNICIPIO",3547809,"0,6",NA,NA,NA
"2015","MUNICIPIO",3547809,"0,815",NA,NA,NA
"2015","MUNICIPIO",3547908,"0,702",NA,NA,NA
"2015","MUNICIPIO",3548005,"0,702",NA,NA,NA
"2015","MUNICIPIO",3548054,"0,757",NA,NA,NA
"2015","MUNICIPIO",3548104,"0,714",NA,NA,NA
"2015","MUNICIPIO",3548203,"0,706",NA,NA,NA
"2015","MUNICIPIO",3548302,"0,732",NA,NA,NA
"2015","MUNICIPIO",3548401,"0,74",NA,NA,NA
"2015","MUNICIPIO",3548500,"0,84",NA,NA,NA
"2015","MUNICIPIO",3548609,"0,72",NA,NA,NA
"2015","MUNICIPIO",3548708,"0,805",NA,NA,NA
"2015","MUNICIPIO",3548807,"0,862",NA,NA,NA
"2015","MUNICIPIO",3548906,"0,769",NA,NA,NA
"2015","MUNICIPIO",3548906,"0,805",NA,NA,NA
"2015","MUNICIPIO",3549003,"0,638",NA,NA,NA
"2015","MUNICIPIO",3549003,"0,58",NA,NA,NA
"2015","MUNICIPIO",3549003,"0,587",NA,NA,NA
"2015","MUNICIPIO",3549003,"0,723",NA,NA,NA
"2015","MUNICIPIO",3549102,"0,797",NA,NA,NA
"2015","MUNICIPIO",3549201,"0,72",NA,NA,NA
"2015","MUNICIPIO",3549250,"0,748",NA,NA,NA
"2015","MUNICIPIO",3549300,"0,75",NA,NA,NA
"2015","MUNICIPIO",3549409,"0,762",NA,NA,NA
"2015","MUNICIPIO",3549508,"0,693",NA,NA,NA
"2015","MUNICIPIO",3549607,"0,684",NA,NA,NA
"2015","MUNICIPIO",3549706,"0,774",NA,NA,NA
"2015","MUNICIPIO",3549805,"0,797",NA,NA,NA
"2015","MUNICIPIO",3549904,"0,807",NA,NA,NA
"2015","MUNICIPIO",3549953,"0,728",NA,NA,NA
"2015","MUNICIPIO",3550001,"0,697",NA,NA,NA
"2015","MUNICIPIO",3550100,"0,744",NA,NA,NA
"2015","MUNICIPIO",3550209,"0,71",NA,NA,NA
"2015","MUNICIPIO",3550308,"0,805",NA,NA,NA
"2015","MUNICIPIO",3550407,"0,589",NA,NA,NA
"2015","MUNICIPIO",3550407,"0,755",NA,NA,NA
"2015","MUNICIPIO",3550506,"0,703",NA,NA,NA
"2015","MUNICIPIO",3550605,"0,768",NA,NA,NA
"2015","MUNICIPIO",3550704,"0,549",NA,NA,NA
"2015","MUNICIPIO",3550704,"0,772",NA,NA,NA
"2015","MUNICIPIO",3550803,"0,701",NA,NA,NA
"2015","MUNICIPIO",3550902,"0,72",NA,NA,NA
"2015","MUNICIPIO",3550902,"0,766",NA,NA,NA
"2015","MUNICIPIO",3551009,"0,642",NA,NA,NA
"2015","MUNICIPIO",3551009,"0,768",NA,NA,NA
"2015","MUNICIPIO",3551108,"0,707",NA,NA,NA
"2015","MUNICIPIO",3551207,"0,688",NA,NA,NA
"2015","MUNICIPIO",3551306,"0,773",NA,NA,NA
"2015","MUNICIPIO",3551405,"0,686",NA,NA,NA
"2015","MUNICIPIO",3551603,"0,767",NA,NA,NA
"2015","MUNICIPIO",3551504,"0,729",NA,NA,NA
"2015","MUNICIPIO",3551702,"0,621",NA,NA,NA
"2015","MUNICIPIO",3551702,"0,761",NA,NA,NA
"2015","MUNICIPIO",3551801,"0,673",NA,NA,NA
"2015","MUNICIPIO",3551900,"0,715",NA,NA,NA
"2015","MUNICIPIO",3552007,"0,678",NA,NA,NA
"2015","MUNICIPIO",3552106,"0,729",NA,NA,NA
"2015","MUNICIPIO",3552205,"0,798",NA,NA,NA
"2015","MUNICIPIO",3552304,"0,747",NA,NA,NA
"2015","MUNICIPIO",3552403,"0,762",NA,NA,NA
"2015","MUNICIPIO",3552551,"0,699",NA,NA,NA
"2015","MUNICIPIO",3552502,"0,765",NA,NA,NA
"2015","MUNICIPIO",3552601,"0,735",NA,NA,NA
"2015","MUNICIPIO",3552700,"0,616",NA,NA,NA
"2015","MUNICIPIO",3552700,"0,704",NA,NA,NA
"2015","MUNICIPIO",3552809,"0,769",NA,NA,NA
"2015","MUNICIPIO",3552908,"0,723",NA,NA,NA
"2015","MUNICIPIO",3553005,"0,709",NA,NA,NA
"2015","MUNICIPIO",3553104,"0,71",NA,NA,NA
"2015","MUNICIPIO",3553203,"0,76",NA,NA,NA
"2015","MUNICIPIO",3553302,"0,731",NA,NA,NA
"2015","MUNICIPIO",3553401,"0,748",NA,NA,NA
"2015","MUNICIPIO",3553500,"0,667",NA,NA,NA
"2015","MUNICIPIO",3553500,"0,681",NA,NA,NA
"2015","MUNICIPIO",3553609,"0,751",NA,NA,NA
"2015","MUNICIPIO",3553658,"0,759",NA,NA,NA
"2015","MUNICIPIO",3553708,"0,748",NA,NA,NA
"2015","MUNICIPIO",3553807,"0,701",NA,NA,NA
"2015","MUNICIPIO",3553856,"0,679",NA,NA,NA
"2015","MUNICIPIO",3553906,"0,726",NA,NA,NA
"2015","MUNICIPIO",3553955,"0,753",NA,NA,NA
"2015","MUNICIPIO",3554003,"0,752",NA,NA,NA
"2015","MUNICIPIO",3554102,"0,8",NA,NA,NA
"2015","MUNICIPIO",3554201,"0,668",NA,NA,NA
"2015","MUNICIPIO",3554300,"0,594",NA,NA,NA
"2015","MUNICIPIO",3554300,"0,741",NA,NA,NA
"2015","MUNICIPIO",3554409,"0,714",NA,NA,NA
"2015","MUNICIPIO",3554409,"0,749",NA,NA,NA
"2015","MUNICIPIO",3554508,"0,778",NA,NA,NA
"2015","MUNICIPIO",3554607,"0,71",NA,NA,NA
"2015","MUNICIPIO",3554656,"0,714",NA,NA,NA
"2015","MUNICIPIO",3554706,"0,744",NA,NA,NA
"2015","MUNICIPIO",3554755,"0,722",NA,NA,NA
"2015","MUNICIPIO",3554805,"0,785",NA,NA,NA
"2015","MUNICIPIO",3554904,"0,753",NA,NA,NA
"2015","MUNICIPIO",3554953,"0,728",NA,NA,NA
"2015","MUNICIPIO",3555000,"0,771",NA,NA,NA
"2015","MUNICIPIO",3555109,"0,769",NA,NA,NA
"2015","MUNICIPIO",3555208,"0,751",NA,NA,NA
"2015","MUNICIPIO",3555307,"0,682",NA,NA,NA
"2015","MUNICIPIO",3555307,"0,736",NA,NA,NA
"2015","MUNICIPIO",3555356,"0,7",NA,NA,NA
"2015","MUNICIPIO",3555406,"0,751",NA,NA,NA
"2015","MUNICIPIO",3555505,"0,727",NA,NA,NA
"2015","MUNICIPIO",3555604,"0,721",NA,NA,NA
"2015","MUNICIPIO",3555703,"0,749",NA,NA,NA
"2015","MUNICIPIO",3555802,"0,746",NA,NA,NA
"2015","MUNICIPIO",3555901,"0,712",NA,NA,NA
"2015","MUNICIPIO",3556008,"0,745",NA,NA,NA
"2015","MUNICIPIO",3556107,"0,735",NA,NA,NA
"2015","MUNICIPIO",3556206,"0,819",NA,NA,NA
"2015","MUNICIPIO",3556305,"0,725",NA,NA,NA
"2015","MUNICIPIO",3556354,"0,629",NA,NA,NA
"2015","MUNICIPIO",3556354,"0,699",NA,NA,NA
"2015","MUNICIPIO",3556404,"0,737",NA,NA,NA
"2015","MUNICIPIO",3556453,"0,77",NA,NA,NA
"2015","MUNICIPIO",3556503,"0,759",NA,NA,NA
"2015","MUNICIPIO",3556602,"0,645",NA,NA,NA
"2015","MUNICIPIO",3556602,"0,587",NA,NA,NA
"2015","MUNICIPIO",3556602,"0,737",NA,NA,NA
"2015","MUNICIPIO",3556602,"0,754",NA,NA,NA
"2015","MUNICIPIO",3556701,"0,817",NA,NA,NA
"2015","MUNICIPIO",3556800,"0,739",NA,NA,NA
"2015","MUNICIPIO",3556909,"0,744",NA,NA,NA
"2015","MUNICIPIO",3556958,"0,725",NA,NA,NA
"2015","MUNICIPIO",3557006,"0,767",NA,NA,NA
"2015","MUNICIPIO",3557105,"0,79",NA,NA,NA
"2015","MUNICIPIO",3557154,"0,729",NA,NA,NA
