"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50"
"2015","MUNICIPIO",3531001,"2235",2132,1101,1031,361,1110,661,175,525,331
"2015","MUNICIPIO",3531100,"52492",46293,23098,23195,11057,22998,12238,5434,11273,6488
"2015","MUNICIPIO",3531209,"7736",7152,3581,3571,1346,3812,1994,684,1857,1030
"2015","MUNICIPIO",3531308,"49456",46642,22978,23664,8646,25542,12454,4221,12790,6653
"2015","MUNICIPIO",3531407,"23857",21746,10814,10932,3947,11901,5898,1942,5870,3120
"2015","MUNICIPIO",3531506,"19304",18931,9491,9440,3735,10424,4772,1759,5187,2494
"2015","MUNICIPIO",3531605,"4188",4063,2011,2052,749,2047,1267,375,1013,664
"2015","MUNICIPIO",3531704,"4467",4120,2150,1970,956,2090,1074,461,1016,493
"2015","MUNICIPIO",3531803,"55409",48949,24472,24477,11844,28014,9091,5799,13999,4679
"2015","MUNICIPIO",3531902,"31620",29116,14879,14237,7005,16838,5273,3418,8076,2743
"2015","MUNICIPIO",3532009,"12934",11769,5895,5874,2605,6607,2557,1298,3290,1286
"2015","MUNICIPIO",3532058,"4607",4290,2162,2128,932,2417,941,462,1199,467
"2015","MUNICIPIO",3532108,"4415",4186,2097,2089,766,2080,1340,382,1017,690
"2015","MUNICIPIO",3532157,"2979",2707,1357,1350,695,1491,521,346,731,273
"2015","MUNICIPIO",3532207,"4657",4288,2170,2118,1020,2393,875,505,1186,427
"2015","MUNICIPIO",3532306,"6786",6678,3486,3192,1461,3246,1971,754,1517,921
"2015","MUNICIPIO",3532405,"17794",16414,8454,7960,3613,8755,4046,1765,4235,1960
"2015","MUNICIPIO",3532504,"9008",8772,4363,4409,1361,4686,2725,664,2308,1437
"2015","MUNICIPIO",3532603,"11303",10725,5281,5444,1711,5592,3422,845,2801,1798
"2015","MUNICIPIO",3532702,"4835",4274,2262,2012,880,2489,905,414,1156,442
"2015","MUNICIPIO",3532801,"6555",5891,2922,2969,1183,3090,1618,582,1553,834
"2015","MUNICIPIO",3532827,"9307",8515,4345,4170,2567,4626,1322,1266,2263,641
"2015","MUNICIPIO",3532843,"2032",2114,1076,1038,349,999,766,172,491,375
"2015","MUNICIPIO",3532868,"1217",1125,556,569,241,592,292,118,308,143
"2015","MUNICIPIO",3532900,"10439",9300,4649,4651,2167,5222,1911,1104,2575,972
"2015","MUNICIPIO",3533007,"20717",19180,9659,9521,3932,10592,4656,1950,5154,2417
"2015","MUNICIPIO",3533106,"2288",2177,1102,1075,424,1041,712,193,516,366
"2015","MUNICIPIO",3533205,"3588",3068,1525,1543,735,1694,639,370,849,324
"2015","MUNICIPIO",3533254,"5313",4592,2479,2113,1105,2684,803,520,1190,403
"2015","MUNICIPIO",3533304,"3843",3441,1820,1621,739,1901,801,354,867,400
"2015","MUNICIPIO",3533403,"56764",51242,25345,25897,10508,29463,11271,5232,14726,5939
"2015","MUNICIPIO",3533502,"39543",36593,18271,18322,7390,19708,9495,3640,9731,4951
"2015","MUNICIPIO",3533601,"7255",6817,3410,3407,1393,3723,1701,678,1833,896
"2015","MUNICIPIO",3533700,"4302",4163,2137,2026,917,2177,1069,450,1057,519
"2015","MUNICIPIO",3533809,"2628",2673,1344,1329,565,1264,844,284,632,413
"2015","MUNICIPIO",3533908,"53360",50024,24685,25339,9842,27154,13028,4834,13520,6985
"2015","MUNICIPIO",3534005,"4209",3884,1993,1891,875,2136,873,406,1061,424
"2015","MUNICIPIO",3534104,"6421",6097,2985,3112,1187,3252,1658,602,1650,860
"2015","MUNICIPIO",3534203,"6493",5675,2899,2776,1320,3385,970,645,1643,488
"2015","MUNICIPIO",3534302,"42678",39781,19495,20286,8270,22435,9076,4105,11333,4848
"2015","MUNICIPIO",3534401,"694844",666740,320436,346304,148035,385179,133526,73347,198351,74606
"2015","MUNICIPIO",3534500,"2615",2537,1217,1320,443,1263,831,227,658,435
"2015","MUNICIPIO",3534609,"32475",30917,15554,15363,5298,16460,9159,2668,7806,4889
"2015","MUNICIPIO",3534708,"110282",103035,49981,53054,21852,55940,25243,10648,28574,13832
"2015","MUNICIPIO",3534757,"9564",8405,4190,4215,1720,4671,2014,848,2332,1035
"2015","MUNICIPIO",3534807,"8330",7800,3866,3934,1772,4152,1876,885,2090,959
"2015","MUNICIPIO",3534906,"13961",13226,7744,5482,2013,7781,3432,981,2754,1747
"2015","MUNICIPIO",3535002,"12231",11051,5595,5456,2025,5937,3089,987,2896,1573
"2015","MUNICIPIO",3535101,"12336",10934,5861,5073,2543,6766,1625,1270,2989,814
"2015","MUNICIPIO",3535200,"9596",9584,4805,4779,1746,4768,3070,833,2370,1576
"2015","MUNICIPIO",3535309,"22094",21186,10353,10833,4199,10882,6105,2048,5505,3280
"2015","MUNICIPIO",3535408,"15458",14583,7312,7271,3529,7865,3189,1724,3893,1654
"2015","MUNICIPIO",3535507,"44794",42278,21259,21019,9069,23394,9815,4473,11224,5322
"2015","MUNICIPIO",3535606,"18125",17388,8837,8551,4007,9297,4084,1963,4596,1992
"2015","MUNICIPIO",3535705,"6290",5898,3012,2886,1202,3202,1494,608,1532,746
"2015","MUNICIPIO",3535804,"19357",17808,9062,8746,4507,9766,3535,2168,4873,1705
"2015","MUNICIPIO",3535903,"4018",3815,1950,1865,783,1977,1055,377,960,528
"2015","MUNICIPIO",3536000,"11098",10844,5535,5309,2065,5599,3180,959,2736,1614
"2015","MUNICIPIO",3536109,"6122",5582,2844,2738,1398,2950,1234,676,1445,617
"2015","MUNICIPIO",3536208,"19391",18446,9138,9308,4567,9817,4062,2238,5035,2035
"2015","MUNICIPIO",3536257,"2134",2032,1044,988,363,1048,621,171,523,294
"2015","MUNICIPIO",3536307,"14093",13000,6596,6404,3017,7044,2939,1506,3431,1467
"2015","MUNICIPIO",3536406,"6981",6339,3290,3049,1517,3498,1324,721,1676,652
"2015","MUNICIPIO",3536505,"97702",82146,40668,41478,18457,48680,15009,9153,24464,7861
"2015","MUNICIPIO",3536570,"1839",1779,919,860,396,946,437,210,444,206
"2015","MUNICIPIO",3536604,"8924",8589,4299,4290,1867,4657,2065,907,2334,1049
"2015","MUNICIPIO",3536703,"44910",41497,20861,20636,9527,22934,9036,4606,11344,4686
"2015","MUNICIPIO",3536802,"6044",5780,3030,2750,1211,3031,1538,575,1428,747
"2015","MUNICIPIO",3536901,"2570",2558,1314,1244,475,1265,818,223,615,406
"2015","MUNICIPIO",3537008,"16517",15700,7985,7715,3597,8626,3477,1741,4208,1766
"2015","MUNICIPIO",3537107,"45579",41558,20605,20953,8276,23921,9361,4060,11904,4989
"2015","MUNICIPIO",3537156,"3071",2940,1463,1477,601,1589,750,289,791,397
"2015","MUNICIPIO",3537206,"10967",10204,5156,5048,2751,4982,2471,1359,2539,1150
"2015","MUNICIPIO",3537305,"62071",58510,28568,29942,11500,31255,15755,5735,15697,8510
"2015","MUNICIPIO",3537404,"25767",24962,12270,12692,5154,13467,6341,2522,6767,3403
"2015","MUNICIPIO",3537503,"8213",7454,3786,3668,1666,3916,1872,777,1933,958
"2015","MUNICIPIO",3537602,"65226",59773,29140,30633,14780,29443,15550,7269,15101,8263
"2015","MUNICIPIO",3537701,"5739",5287,2662,2625,1067,2852,1368,518,1411,696
"2015","MUNICIPIO",3537800,"54717",52143,26578,25565,11914,28135,12094,5835,13794,5936
"2015","MUNICIPIO",3537909,"28309",26406,13415,12991,6362,14264,5780,3084,7071,2836
"2015","MUNICIPIO",3538006,"160614",146995,72288,74707,33887,81941,31167,16669,41616,16422
"2015","MUNICIPIO",3538105,"16342",15039,7692,7347,2823,8135,4081,1348,3869,2130
"2015","MUNICIPIO",3538204,"14423",13105,6593,6512,2729,6666,3710,1354,3244,1914
"2015","MUNICIPIO",3538303,"3679",3537,1753,1784,701,1887,949,330,972,482
"2015","MUNICIPIO",3538501,"14123",14107,6817,7290,2849,7443,3815,1407,3794,2089
"2015","MUNICIPIO",3538600,"26688",25116,12514,12602,5403,13651,6062,2672,6761,3169
"2015","MUNICIPIO",3538709,"391449",364571,178345,186226,74383,203880,86308,36428,102695,47103
"2015","MUNICIPIO",3538808,"29664",28475,13826,14649,6063,14763,7649,2937,7560,4152
"2015","MUNICIPIO",3538907,"24546",22704,12570,10134,3940,13175,5589,1901,5258,2975
"2015","MUNICIPIO",3539004,"11220",10623,5393,5230,1930,5730,2963,923,2781,1526
"2015","MUNICIPIO",3539103,"17646",15733,7818,7915,4566,8743,2424,2241,4437,1237
"2015","MUNICIPIO",3539202,"26594",24694,12082,12612,5236,13671,5787,2568,6915,3129
"2015","MUNICIPIO",3539301,"74587",70081,34297,35784,14039,37929,18113,6874,19073,9837
"2015","MUNICIPIO",3539400,"13093",12072,5986,6086,2482,6350,3240,1212,3173,1701
"2015","MUNICIPIO",3539509,"38211",35307,18009,17298,8792,20076,6439,4181,9755,3362
"2015","MUNICIPIO",3539608,"4941",4463,2313,2150,1025,2494,944,471,1219,460
"2015","MUNICIPIO",3539707,"3434",3192,1660,1532,774,1651,767,367,797,368
"2015","MUNICIPIO",3539806,"113793",106013,51292,54721,25452,60381,20180,12530,31049,11142
"2015","MUNICIPIO",3539905,"5833",5395,2671,2724,983,2828,1584,492,1355,877
"2015","MUNICIPIO",3540002,"21375",19964,9793,10171,4043,10887,5034,1927,5559,2685
"2015","MUNICIPIO",3540101,"3508",3481,1793,1688,580,1790,1111,270,863,555
"2015","MUNICIPIO",3540200,"45978",40244,21175,19069,9985,24312,5947,4893,11145,3031
"2015","MUNICIPIO",3540259,"4433",4074,2160,1914,888,2268,918,395,1063,456
"2015","MUNICIPIO",3540309,"2593",2518,1256,1262,505,1298,715,254,654,354
"2015","MUNICIPIO",3540408,"4269",4223,2139,2084,788,2121,1314,378,1055,651
"2015","MUNICIPIO",3540507,"9299",8326,4276,4050,1768,4164,2394,877,2015,1158
"2015","MUNICIPIO",3540606,"51928",48893,24535,24358,10671,27309,10913,5276,13412,5670
"2015","MUNICIPIO",3540705,"54761",51400,25502,25898,10697,28557,12146,5203,14219,6476
"2015","MUNICIPIO",3540754,"22453",19397,10974,8423,4446,12005,2946,2222,4690,1511
"2015","MUNICIPIO",3540804,"16709",15449,7852,7597,2797,8471,4181,1359,4094,2144
"2015","MUNICIPIO",3540853,"3547",2858,2080,778,345,2062,451,180,389,209
"2015","MUNICIPIO",3540903,"19814",17377,8882,8495,3861,10133,3383,1899,4862,1734
"2015","MUNICIPIO",3541000,"299261",262051,125926,136125,61764,139661,60626,30515,71755,33855
"2015","MUNICIPIO",3541059,"5021",4599,2379,2220,1152,2586,861,557,1235,428
"2015","MUNICIPIO",3541109,"4179",4123,2038,2085,837,2204,1082,413,1102,570
"2015","MUNICIPIO",3541208,"13568",13570,6683,6887,2386,7163,4021,1152,3588,2147
"2015","MUNICIPIO",3541307,"43535",41318,20217,21101,9238,22584,9496,4520,11493,5088
"2015","MUNICIPIO",3541406,"222192",207610,99894,107716,40886,114584,52140,19982,58785,28949
"2015","MUNICIPIO",3541505,"39407",37910,18911,18999,6984,20880,10046,3405,10155,5439
"2015","MUNICIPIO",3541604,"38764",35674,17756,17918,7819,19531,8324,3909,9684,4325
"2015","MUNICIPIO",3541653,"3587",3236,1707,1529,738,1696,802,350,814,365
"2015","MUNICIPIO",3541703,"13702",12799,6393,6406,2892,7090,2817,1433,3480,1493
"2015","MUNICIPIO",3541802,"3166",2808,1424,1384,739,1518,551,379,727,278
"2015","MUNICIPIO",3541901,"12600",11309,5757,5552,2642,6386,2281,1321,3062,1169
"2015","MUNICIPIO",3542008,"6437",6004,2969,3035,1238,3255,1511,612,1616,807
"2015","MUNICIPIO",3542107,"9004",8612,4257,4355,1854,4814,1944,923,2412,1020
"2015","MUNICIPIO",3542206,"29778",28804,14153,14651,6067,15593,7144,2962,7867,3822
"2015","MUNICIPIO",3542305,"3930",3873,2017,1856,905,1918,1050,431,945,480
"2015","MUNICIPIO",3542404,"19733",18494,9188,9306,3782,10082,4630,1813,5039,2454
"2015","MUNICIPIO",3542503,"8640",7323,4681,2642,1101,4776,1446,538,1367,737
"2015","MUNICIPIO",3542602,"56280",54261,26656,27605,13459,28983,11819,6523,14919,6163
"2015","MUNICIPIO",3542701,"7223",6587,3296,3291,1760,3574,1253,883,1798,610
"2015","MUNICIPIO",3542800,"3408",3358,1743,1615,866,1589,903,411,762,442
"2015","MUNICIPIO",3542909,"12909",12135,6104,6031,2861,6635,2639,1388,3271,1372
"2015","MUNICIPIO",3543006,"17646",18269,9396,8873,5429,9608,3232,2655,4722,1496
"2015","MUNICIPIO",3543105,"4579",4273,2218,2055,1087,2327,859,531,1105,419
"2015","MUNICIPIO",3543204,"4573",4446,2231,2215,920,2291,1235,440,1151,624
"2015","MUNICIPIO",3543238,"2245",2187,1089,1098,428,1079,680,209,549,340
"2015","MUNICIPIO",3543253,"7682",7422,3795,3627,1801,4019,1602,907,1948,772
"2015","MUNICIPIO",3543303,"120396",113068,55318,57750,23457,64313,25298,11390,32799,13561
"2015","MUNICIPIO",3543402,"666323",604682,290171,314511,117314,343716,143652,58028,175239,81244
"2015","MUNICIPIO",3543501,"5941",6163,3047,3116,1465,2993,1705,772,1483,861
"2015","MUNICIPIO",3543600,"3597",3436,1724,1712,719,1792,925,341,891,480
"2015","MUNICIPIO",3543709,"10796",10414,5244,5170,2470,5653,2291,1206,2782,1182
"2015","MUNICIPIO",3543808,"10133",9935,5051,4884,1878,5078,2979,909,2439,1536
"2015","MUNICIPIO",3543907,"199961",186253,90687,95566,36560,104002,45691,17926,52342,25298
"2015","MUNICIPIO",3544004,"32982",29501,14914,14587,6828,17181,5492,3396,8321,2870
"2015","MUNICIPIO",3544103,"48302",43974,21804,22170,11054,25461,7459,5430,12824,3916
"2015","MUNICIPIO",3544202,"11766",10575,6022,4553,2199,6348,2028,1069,2471,1013
"2015","MUNICIPIO",3544251,"18459",19691,9780,9911,4743,10629,4319,2279,5549,2083
"2015","MUNICIPIO",3544301,"10344",9599,4842,4757,2199,5439,1961,1055,2659,1043
"2015","MUNICIPIO",3544400,"2983",2729,1392,1337,610,1539,580,303,758,276
"2015","MUNICIPIO",3544509,"3060",2862,1415,1447,526,1369,967,255,719,473
"2015","MUNICIPIO",3544608,"5502",5217,2623,2594,1042,2657,1518,495,1316,783
"2015","MUNICIPIO",3544707,"2456",2395,1191,1204,517,1202,676,265,586,353
"2015","MUNICIPIO",3544806,"6002",5451,2789,2662,1121,2803,1527,522,1395,745
"2015","MUNICIPIO",3544905,"11438",10568,5241,5327,2145,5784,2639,1021,2903,1403
"2015","MUNICIPIO",3545001,"16688",15635,7906,7729,3831,8298,3506,1877,4100,1752
"2015","MUNICIPIO",3545100,"5152",4818,2477,2341,1050,2527,1241,517,1198,626
"2015","MUNICIPIO",3545159,"7818",7059,3519,3540,1301,3894,1864,632,1962,946
"2015","MUNICIPIO",3545209,"114171",105516,52132,53384,22477,60613,22426,11134,30362,11888
"2015","MUNICIPIO",3545308,"43574",40132,19949,20183,9360,21873,8899,4625,10947,4611
"2015","MUNICIPIO",3545407,"9223",8787,4353,4434,2006,4488,2293,985,2247,1202
"2015","MUNICIPIO",3545506,"4076",3699,1885,1814,939,2020,740,442,1011,361
"2015","MUNICIPIO",3545605,"15178",14333,7164,7169,2971,7800,3562,1482,3792,1895
"2015","MUNICIPIO",3545704,"5971",5723,2905,2818,976,2919,1828,464,1411,943
"2015","MUNICIPIO",3545803,"190139",180009,89222,90787,35098,104272,40639,17028,52190,21569
"2015","MUNICIPIO",3546009,"14534",13763,6875,6888,3057,7384,3322,1522,3680,1686
"2015","MUNICIPIO",3546108,"2137",2084,1073,1011,389,1058,637,182,506,323
"2015","MUNICIPIO",3546207,"4332",4002,1980,2022,812,2071,1119,410,1051,561
"2015","MUNICIPIO",3546256,"2084",1953,966,987,469,984,500,231,507,249
"2015","MUNICIPIO",3546306,"32749",29932,15222,14710,6738,16994,6200,3282,8197,3231
"2015","MUNICIPIO",3546405,"46633",43921,21512,22409,9459,23123,11339,4679,11662,6068
"2015","MUNICIPIO",3546504,"5681",5568,2852,2716,1255,3289,1024,609,1587,520
"2015","MUNICIPIO",3546603,"31348",29239,14084,15155,5205,15652,8382,2587,8043,4525
"2015","MUNICIPIO",3546702,"24737",21634,10954,10680,5162,12947,3525,2602,6262,1816
"2015","MUNICIPIO",3546801,"54926",50453,25248,25205,11809,27894,10750,5756,13907,5542
"2015","MUNICIPIO",3546900,"8687",8248,4130,4118,1968,4706,1574,1006,2292,820
"2015","MUNICIPIO",3547007,"5902",5413,2746,2667,1287,3030,1096,674,1453,540
"2015","MUNICIPIO",3547106,"2937",2831,1423,1408,645,1464,722,323,722,363
"2015","MUNICIPIO",3547205,"1591",1641,841,800,241,789,611,121,383,296
"2015","MUNICIPIO",3547304,"126574",108813,53671,55142,26954,62368,19491,13175,32026,9941
"2015","MUNICIPIO",3547403,"2564",2543,1264,1279,387,1236,920,177,631,471
"2015","MUNICIPIO",3547502,"27502",26478,12813,13665,4633,13573,8272,2306,6847,4512
"2015","MUNICIPIO",3547601,"25666",23862,11781,12081,4948,12969,5945,2459,6466,3156
"2015","MUNICIPIO",3547650,"1523",1447,743,704,235,720,492,120,341,243
"2015","MUNICIPIO",3547700,"21044",20475,9982,10493,4077,10827,5571,2010,5482,3001
"2015","MUNICIPIO",3547809,"710210",676407,324458,351949,128464,376175,171768,63126,192149,96674
"2015","MUNICIPIO",3547908,"6739",6304,3260,3044,1291,3287,1726,628,1563,853
"2015","MUNICIPIO",3548005,"22389",20650,10412,10238,4796,11569,4285,2329,5724,2185
"2015","MUNICIPIO",3548054,"8169",7626,3879,3747,1608,4352,1666,810,2100,837
"2015","MUNICIPIO",3548104,"6053",5943,3045,2898,1211,3130,1602,604,1516,778
"2015","MUNICIPIO",3548203,"6767",6486,3269,3217,1550,3471,1465,762,1712,743
"2015","MUNICIPIO",3548302,"3011",2803,1403,1400,552,1453,798,274,708,418
"2015","MUNICIPIO",3548401,"4611",4277,2167,2110,963,2374,940,480,1138,492
"2015","MUNICIPIO",3548500,"433966",419400,191912,227488,70251,213860,135289,34243,112780,80465
"2015","MUNICIPIO",3548609,"10864",10468,5271,5197,2221,5462,2785,1105,2728,1364
"2015","MUNICIPIO",3548708,"816925",765463,369626,395837,158745,444520,162198,78218,228124,89495
"2015","MUNICIPIO",3548807,"158024",149263,68853,80410,22730,77976,48557,11079,40911,28420
"2015","MUNICIPIO",3548906,"241389",221950,108914,113036,43110,124751,54089,21162,62361,29513
"2015","MUNICIPIO",3549003,"2857",2793,1400,1393,547,1377,869,275,679,439
"2015","MUNICIPIO",3549102,"89027",83639,40546,43093,15734,45305,22600,7751,22969,12373
"2015","MUNICIPIO",3549201,"2612",2566,1290,1276,524,1361,681,257,677,342
"2015","MUNICIPIO",3549250,"1885",1780,898,882,341,952,487,161,471,250
"2015","MUNICIPIO",3549300,"2141",2103,1057,1046,365,991,747,175,494,377
"2015","MUNICIPIO",3549409,"50110",46512,22792,23720,9650,25986,10876,4758,13046,5916
"2015","MUNICIPIO",3549508,"8823",8406,4312,4094,2221,4518,1667,1145,2108,841
"2015","MUNICIPIO",3549607,"4185",4077,2047,2030,1024,2069,984,511,1036,483
"2015","MUNICIPIO",3549706,"54388",51900,25547,26353,9924,28002,13974,4801,14120,7432
"2015","MUNICIPIO",3549805,"442548",408258,196016,212242,73784,229733,104741,36251,117724,58267
"2015","MUNICIPIO",3549904,"688597",629921,308624,321297,137164,361454,131303,67343,183781,70173
"2015","MUNICIPIO",3549953,"15177",13973,7087,6886,3377,7729,2867,1635,3851,1400
"2015","MUNICIPIO",3550001,"10731",10397,5318,5079,2132,5512,2753,1030,2715,1334
"2015","MUNICIPIO",3550100,"40367",38342,18766,19576,8362,21055,8925,4187,10573,4816
"2015","MUNICIPIO",3550209,"32769",31450,15995,15455,7897,16980,6573,3862,8315,3278
"2015","MUNICIPIO",3550308,"11967825",11253503,5328632,5924871,2336636,6362958,2553909,1150899,3301784,1472188
"2015","MUNICIPIO",3550407,"34284",31662,15423,16239,6630,16465,8567,3287,8302,4650
"2015","MUNICIPIO",3550506,"7567",7198,3670,3528,1721,3721,1756,842,1818,868
"2015","MUNICIPIO",3550605,"86515",78821,38762,40059,16602,43278,18941,8094,21992,9973
"2015","MUNICIPIO",3550704,"83020",73942,36886,37056,18086,43021,12835,8975,21460,6621
"2015","MUNICIPIO",3550803,"12355",12099,6166,5933,2612,6497,2990,1276,3170,1487
"2015","MUNICIPIO",3550902,"15104",14346,7061,7285,3118,7570,3658,1529,3785,1971
"2015","MUNICIPIO",3551009,"355542",332445,159664,172781,75260,184279,72906,36937,94314,41530
"2015","MUNICIPIO",3551108,"9836",9027,4594,4433,2261,4735,2031,1154,2281,998
"2015","MUNICIPIO",3551207,"3694",3622,1819,1803,854,1822,946,417,891,495
"2015","MUNICIPIO",3551306,"3334",3031,1525,1506,521,1633,877,252,823,431
"2015","MUNICIPIO",3551405,"13216",11256,6873,4383,2334,6874,2048,1169,2270,944
"2015","MUNICIPIO",3551504,"42784",38878,19486,19392,9567,22766,6545,4750,11222,3420
"2015","MUNICIPIO",3551603,"28321",26387,12866,13521,4915,13747,7725,2366,6974,4181
"2015","MUNICIPIO",3551702,"120152",110074,54701,55373,23597,63942,22535,11459,31960,11954
"2015","MUNICIPIO",3551801,"13144",13005,6681,6324,3527,6489,2989,1741,3177,1406
"2015","MUNICIPIO",3551900,"16806",15501,8045,7456,3654,8874,2973,1738,4230,1488
"2015","MUNICIPIO",3552007,"6158",5792,2936,2856,1413,3012,1367,719,1460,677
"2015","MUNICIPIO",3552106,"39565",36686,18205,18481,6797,19084,10805,3328,9520,5633
"2015","MUNICIPIO",3552205,"644919",586625,287014,299611,123523,335586,127516,60523,169107,69981
"2015","MUNICIPIO",3552304,"7712",7435,3742,3693,1594,4128,1713,774,2059,860
"2015","MUNICIPIO",3552403,"265955",241311,119863,121448,55356,142101,43854,27087,71230,23131
"2015","MUNICIPIO",3552502,"285280",262480,128694,133786,65353,148498,48629,32102,75783,25901
"2015","MUNICIPIO",3552551,"3742",3383,1748,1635,735,1795,853,355,869,411
"2015","MUNICIPIO",3552601,"12103",11363,5745,5618,2087,6189,3087,1037,3007,1574
"2015","MUNICIPIO",3552700,"15881",14686,7565,7121,3196,8220,3270,1596,3865,1660
"2015","MUNICIPIO",3552809,"272177",244528,116895,127633,58565,143563,42400,28979,74701,23953
"2015","MUNICIPIO",3552908,"6110",5714,2861,2853,1276,3134,1304,658,1535,660
"2015","MUNICIPIO",3553005,"12586",10828,5385,5443,2534,6120,2174,1253,3066,1124
"2015","MUNICIPIO",3553104,"6205",5894,2972,2922,1277,3179,1438,633,1537,752
"2015","MUNICIPIO",3553203,"5605",5447,2696,2751,975,2877,1595,486,1415,850
"2015","MUNICIPIO",3553302,"23214",22406,11173,11233,4820,11968,5618,2363,5975,2895
"2015","MUNICIPIO",3553401,"25467",24055,12042,12013,4338,12943,6774,2108,6376,3529
"2015","MUNICIPIO",3553500,"8047",8012,4043,3969,2284,4031,1697,1112,2018,839
"2015","MUNICIPIO",3553609,"13076",12737,6331,6406,2649,6961,3127,1313,3495,1598
"2015","MUNICIPIO",3553658,"2819",2726,1373,1353,586,1447,693,292,701,360
"2015","MUNICIPIO",3553708,"56587",53988,26662,27326,11312,29340,13336,5542,14645,7139
"2015","MUNICIPIO",3553807,"23163",22291,11092,11199,5067,12037,5187,2507,6057,2635
"2015","MUNICIPIO",3553856,"5605",5151,2578,2573,1477,2818,856,752,1410,411
"2015","MUNICIPIO",3553906,"7168",6607,3293,3314,1581,3659,1367,772,1825,717
"2015","MUNICIPIO",3553955,"14205",12885,6583,6302,3025,7440,2420,1407,3666,1229
"2015","MUNICIPIO",3554003,"116682",107326,53034,54292,24599,59128,23599,12116,29622,12554
"2015","MUNICIPIO",3554102,"302331",278686,136752,141934,59259,157421,62006,29067,79157,33710
"2015","MUNICIPIO",3554201,"4750",4809,2467,2342,1313,2443,1053,657,1164,521
"2015","MUNICIPIO",3554300,"22675",21386,10665,10721,5276,11888,4222,2611,6005,2105
"2015","MUNICIPIO",3554409,"9101",8505,4306,4199,1866,4604,2035,853,2269,1077
"2015","MUNICIPIO",3554508,"40194",36835,18249,18586,7642,20466,8727,3776,10073,4737
"2015","MUNICIPIO",3554607,"2699",2646,1364,1282,564,1298,784,258,633,391
"2015","MUNICIPIO",3554656,"2375",2254,1188,1066,488,1122,644,227,534,305
"2015","MUNICIPIO",3554706,"9846",9330,4707,4623,1760,4987,2583,856,2429,1338
"2015","MUNICIPIO",3554755,"1664",1544,770,774,374,809,361,190,400,184
"2015","MUNICIPIO",3554805,"44912",40984,21663,19321,8640,24178,8166,4285,10767,4269
"2015","MUNICIPIO",3554904,"5719",5427,2718,2709,1015,2721,1691,476,1363,870
"2015","MUNICIPIO",3554953,"6533",5930,3022,2908,1116,3073,1741,589,1472,847
"2015","MUNICIPIO",3555000,"65651",63476,30734,32742,11583,33238,18655,5631,16865,10246
"2015","MUNICIPIO",3555109,"15153",14269,7580,6689,2070,7693,4506,1016,3340,2333
"2015","MUNICIPIO",3555208,"2009",1930,997,933,326,964,640,137,476,320
"2015","MUNICIPIO",3555307,"1883",1978,982,996,302,972,704,150,499,347
"2015","MUNICIPIO",3555356,"5910",5289,2715,2574,1358,2902,1029,671,1391,512
"2015","MUNICIPIO",3555406,"86392",78801,39176,39625,19208,44206,15387,9508,22232,7885
"2015","MUNICIPIO",3555505,"4687",4427,2284,2143,1022,2251,1154,477,1098,568
"2015","MUNICIPIO",3555604,"9968",9471,4707,4764,1748,5018,2705,865,2470,1429
"2015","MUNICIPIO",3555703,"1754",1599,829,770,360,843,396,179,401,190
"2015","MUNICIPIO",3555802,"9135",8836,4395,4441,1609,4546,2681,793,2283,1365
"2015","MUNICIPIO",3555901,"1229",1251,641,610,230,657,364,105,323,182
"2015","MUNICIPIO",3556008,"13504",12714,6321,6393,2228,6732,3754,1106,3354,1933
"2015","MUNICIPIO",3556107,"12416",11036,5548,5488,2203,6225,2608,1102,3069,1317
"2015","MUNICIPIO",3556206,"120258",106793,52676,54117,20143,61508,25142,9842,30911,13364
"2015","MUNICIPIO",3556305,"24993",22576,12413,10163,4584,13592,4400,2221,5657,2285
"2015","MUNICIPIO",3556354,"9854",8801,4519,4282,1897,4655,2249,932,2257,1093
"2015","MUNICIPIO",3556404,"41807",39266,19488,19778,8590,21296,9380,4200,10670,4908
"2015","MUNICIPIO",3556453,"48720",42997,21342,21655,10528,24527,7942,5154,12340,4161
"2015","MUNICIPIO",3556503,"116601",107089,53415,53674,25039,62932,19118,12266,31479,9929
"2015","MUNICIPIO",3556602,"10997",10769,5298,5471,2229,5574,2966,1092,2776,1603
"2015","MUNICIPIO",3556701,"72550",63611,31483,32128,12641,36654,14316,6080,18478,7570
"2015","MUNICIPIO",3556800,"18428",17297,8714,8583,3726,9550,4021,1784,4701,2098
"2015","MUNICIPIO",3556909,"8002",6886,3544,3342,1425,4045,1416,718,1904,720
"2015","MUNICIPIO",3556958,"1821",1737,891,846,324,933,480,164,446,236
"2015","MUNICIPIO",3557006,"117794",108809,54013,54796,25317,61906,21586,12397,30948,11451
"2015","MUNICIPIO",3557105,"91278",84692,41315,43377,15002,46892,22798,7239,23776,12362
"2015","MUNICIPIO",3557154,"2574",2335,1173,1162,467,1237,631,232,610,320
"2015","MUNICIPIO",3557204,"12484",12114,6028,6086,2774,6397,2943,1323,3191,1572
"2015","MUNICIPIO",3557303,"10873",10044,5074,4970,2210,5747,2087,1132,2814,1024
